x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4,x5,y5,vx5,vy5
76.89273433188768,83.20537729530218,48.895880603432175,60.373413264185714,79.33752836205929,86.22404795851148,48.895880603432175,60.373413264185714,81.7823223922309,89.24271862172077,48.895880603432175,60.373413264185714,84.2271164224025,92.26138928493006,48.895880603432175,60.373413264185714,86.67191045257412,94.71994005186065,48.895880603432175,-60.373413264185714
74.20616080291518,79.10297557762945,44.01120145984585,52.9145010502354,76.40672087590747,81.74870063014122,44.01120145984585,52.9145010502354,78.60728094889976,84.39442568265298,44.01120145984585,52.9145010502354,80.80784102189205,87.04015073516474,44.01120145984585,52.9145010502354,83.00840109488433,89.68587578767651,44.01120145984585,52.9145010502354
55.66601111937374,69.66632140229424,10.301838398861335,35.75694800417135,56.18110303931681,71.4541688025028,10.301838398861335,35.75694800417135,56.69619495925988,73.24201620271137,10.301838398861335,35.75694800417135,57.211286879202945,75.02986360291993,10.301838398861335,35.75694800417135,57.72637879914601,76.8177110031285,10.301838398861335,35.75694800417135
78.13318035003626,76.0068646977645,51.1512370000659,47.285208541390055,80.69074220003955,78.371125124834,51.1512370000659,47.285208541390055,83.24830405004285,80.73538555190349,51.1512370000659,47.285208541390055,85.80586590004614,83.09964597897299,51.1512370000659,47.285208541390055,88.36342775004944,85.46390640604248,51.1512370000659,47.285208541390055
62.74966021677363,83.86233085394045,23.181200394133906,61.56787427989173,63.90872023648032,86.94072456793504,23.181200394133906,61.56787427989173,65.06778025618702,90.01911828192962,23.181200394133906,61.56787427989173,66.22684027589372,93.09751199592421,23.181200394133906,61.56787427989173,67.38590029560041,93.8240942900812,23.181200394133906,-61.56787427989173
64.19643023910558,77.31571836928858,25.811691343828365,49.664942489615584,65.487014806297,79.79896549376936,25.811691343828365,49.664942489615584,66.77759937348841,82.28221261825014,25.811691343828365,49.664942489615584,68.06818394067983,84.76545974273093,25.811691343828365,49.664942489615584,69.35876850787125,87.24870686721171,25.811691343828365,49.664942489615584
73.37003031625903,83.6711502167539,42.4909642113801,61.22027312137065,75.49457852682804,86.73216387282244,42.4909642113801,61.22027312137065,77.61912673739704,89.79317752889098,42.4909642113801,61.22027312137065,79.74367494796604,92.85419118495952,42.4909642113801,61.22027312137065,81.86822315853505,94.08479515897194,42.4909642113801,-61.22027312137065
82.20634263297977,61.67465858893634,58.55698660541773,21.226651979884224,85.13419196325066,62.73599118793055,58.55698660541773,21.226651979884224,88.06204129352155,63.797323786924764,58.55698660541773,21.226651979884224,90.98989062379243,64.85865638591898,58.55698660541773,21.226651979884224,93.91773995406332,65.91998898491319,58.55698660541773,21.226651979884224
65.49282141670894,55.52887357140623,28.168766212198086,10.05249740255673,66.90125972731884,56.03149844153407,28.168766212198086,10.05249740255673,68.30969803792875,56.53412331166191,28.168766212198086,10.05249740255673,69.71813634853866,57.03674818178975,28.168766212198086,10.05249740255673,71.12657465914857,57.539373051917586,28.168766212198086,10.05249740255673
87.38514271653624,80.00324206158515,67.97298675733866,54.55134920288213,90.78379205440316,82.73080952172926,67.97298675733866,54.55134920288213,94.18244139227009,85.45837698187336,67.97298675733866,54.55134920288213,92.41890926986298,88.18594444201747,-67.97298675733866,54.55134920288213,89.02025993199605,90.91351190216157,-67.97298675733866,54.55134920288213
