x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4,x5,y5,vx5,vy5
39.763444762964085,16.234502808419165,-48.895880603432175,-60.373413264185714,37.31865073279248,13.21583214520988,-48.895880603432175,-60.373413264185714,34.87385670262087,10.197161482000595,-48.895880603432175,-60.373413264185714,32.42906267244926,7.1784908187913095,-48.895880603432175,-60.373413264185714,29.984268642277655,5.840179844417976,-48.895880603432175,60.373413264185714
49.77703700731615,31.52527284701751,-44.01120145984585,-52.9145010502354,47.576476934323864,28.87954779450574,-44.01120145984585,-52.9145010502354,45.375916861331575,26.23382274199397,-44.01120145984585,-52.9145010502354,43.175356788339286,23.588097689482197,-44.01120145984585,-52.9145010502354,40.974796715347,20.942372636970426,-44.01120145984585,-52.9145010502354
71.11876871766567,66.69825659144888,10.301838398861335,-35.75694800417135,71.63386063760873,64.91040919124032,10.301838398861335,-35.75694800417135,72.1489525575518,63.12256179103175,10.301838398861335,-35.75694800417135,72.66404447749485,61.33471439082318,10.301838398861335,-35.75694800417135,73.17913639743792,59.54686699061461,10.301838398861335,-35.75694800417135
35.139964149864866,43.06532249015053,-51.1512370000659,-47.285208541390055,32.58240229986157,40.701062063081025,-51.1512370000659,-47.285208541390055,30.024840449858274,38.33680163601152,-51.1512370000659,-47.285208541390055,27.46727859985498,35.97254120894202,-51.1512370000659,-47.285208541390055,24.909716749851682,33.608280781872516,-51.1512370000659,-47.285208541390055
92.47853919202538,13.785857726221959,-23.181200394133906,-61.56787427989173,91.31947917231868,10.707464012227373,-23.181200394133906,-61.56787427989173,90.16041915261198,7.6290702982327865,-23.181200394133906,-61.56787427989173,89.00135913290529,5.4493234157618,-23.181200394133906,61.56787427989173,87.84229911319859,8.527717129756386,-23.181200394133906,61.56787427989173
87.08603274515191,38.18686789628799,-25.811691343828365,-49.664942489615584,85.7954481779605,35.703620771807216,-25.811691343828365,-49.664942489615584,84.50486361076908,33.22037364732644,-25.811691343828365,-49.664942489615584,83.21427904357766,30.73712652284566,-25.811691343828365,-49.664942489615584,81.92369447638625,28.25387939836488,-25.811691343828365,-49.664942489615584
52.89352336667088,14.498440101190049,-42.4909642113801,-61.22027312137065,50.768975156101874,11.437426445121517,-42.4909642113801,-61.22027312137065,48.64442694553287,8.376412789052985,-42.4909642113801,-61.22027312137065,46.51987873496387,5.315399132984452,-42.4909642113801,-61.22027312137065,44.395330524394865,7.745614523084081,-42.4909642113801,61.22027312137065
19.958177458893587,93.51463655876272,-58.55698660541773,21.226651979884224,17.0303281286227,94.57596915775693,-58.55698660541773,21.226651979884224,14.102478798351813,94.36269824324886,-58.55698660541773,-21.226651979884224,11.174629468080926,93.30136564425464,-58.55698660541773,-21.226651979884224,8.24678013781004,92.24003304526043,-58.55698660541773,-21.226651979884224
82.25402926499378,70.60761967524131,-28.168766212198086,10.05249740255673,80.84559095438387,71.11024454536914,-28.168766212198086,10.05249740255673,79.43715264377396,71.61286941549697,-28.168766212198086,10.05249740255673,78.02871433316405,72.1154942856248,-28.168766212198086,10.05249740255673,76.62027602255414,72.61811915575264,-28.168766212198086,10.05249740255673
9.344622852544203,28.169734134091705,67.97298675733866,-54.55134920288213,12.743272190411137,25.442166673947597,67.97298675733866,-54.55134920288213,16.14192152827807,22.71459921380349,67.97298675733866,-54.55134920288213,19.540570866145003,19.98703175365938,67.97298675733866,-54.55134920288213,22.93922020401194,17.259464293515272,67.97298675733866,-54.55134920288213
49.39962338099152,50.96828220514355,-44.195305667808924,-43.430106241393375,47.189858097601075,48.79677689307388,-44.195305667808924,-43.430106241393375,44.98009281421063,46.62527158100421,-44.195305667808924,-43.430106241393375,42.77032753082018,44.453766268934544,-44.195305667808924,-43.430106241393375,40.560562247429736,42.282260956864874,-44.195305667808924,-43.430106241393375
7.906944708697472,75.37829533574464,67.27168034570605,-31.522782763051357,11.270528725982775,73.80215619759207,67.27168034570605,-31.522782763051357,14.634112743268076,72.2260170594395,67.27168034570605,-31.522782763051357,17.997696760553378,70.64987792128693,67.27168034570605,-31.522782763051357,21.36128077783868,69.07373878313436,67.27168034570605,-31.522782763051357
15.378631574422007,84.69278842029748,-60.79091142711125,-26.979127599854944,12.339086003066445,83.34383204030473,-60.79091142711125,-26.979127599854944,9.299540431710883,81.99487566031199,-60.79091142711125,-26.979127599854944,6.25999486035532,80.64591928031925,-60.79091142711125,-26.979127599854944,6.779550711000242,79.2969629003265,60.79091142711125,-26.979127599854944
69.35267099140808,34.020626743475674,-34.462111711508356,-51.697255247085096,67.62956540583266,31.43576398112142,-34.462111711508356,-51.697255247085096,65.90645982025725,28.850901218767163,-34.462111711508356,-51.697255247085096,64.18335423468184,26.266038456412907,-34.462111711508356,-51.697255247085096,62.460248649106425,23.681175694058652,-34.462111711508356,-51.697255247085096
39.031356650626925,93.67209915702173,-49.252996755791784,21.303463003425236,36.568706812837334,94.737272307193,-49.252996755791784,21.303463003425236,34.10605697504774,94.19755454263574,-49.252996755791784,-21.303463003425236,31.64340713725815,93.13238139246448,-49.252996755791784,-21.303463003425236,29.18075729946856,92.06720824229322,-49.252996755791784,-21.303463003425236
