x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3
73.40985899896867,106.69315976931014,3.03725990899715,9.527594252758595,249.50383625757365,297.7248046674849,-4.5905603402205655,8.884073151589536,206.56650441832528,349.9108316878983,0.5969549471204894,-9.982166337579653
88.42798226002616,102.85111596719305,4.402543841820558,8.978730852456147,367.4866045333249,272.77672121676477,-7.498511614813856,6.6160655651604365,91.22384443141806,316.36300643890496,-9.888741415325638,1.487546039900443
105.41951373731854,43.557938013171004,9.34564481961693,3.557938013171003,215.83379971560885,129.1759170219074,-7.651472753126462,-6.438552998008432,267.16200577305716,371.27704436274456,6.105636888459754,-7.9196715958604935
87.70930898655598,91.22325483630779,6.815615569507999,7.317607833758254,190.0008340501768,199.57164227185982,-9.999924177256654,-0.03894161164909567,265.28037422067894,211.46485024800546,5.9345794746071885,-8.04864997745405
148.25932381015818,59.49150605179875,9.841756710014383,1.7719550956180672,348.20090607840086,170.75798157461543,-9.640181215680162,-2.6583653113985948,251.36239323352075,361.9005683297407,4.669308475774618,-8.842938332820111
82.6406852458461,104.52668268169924,3.876425931440557,9.218097525957035,190.11616158534696,194.94608515481374,-9.98943985587756,-0.45944680410784133,256.4066826235458,205.56332198024666,5.127880238504167,-8.585152547250308
85.03084918820797,140.3604634374955,4.0937135625643615,9.123678494317772,252.23935190709156,299.0904662101525,-4.341877099355287,9.00822420092296,293.9049409396969,357.287538497583,8.536812812699717,5.207958045234806
59.74172311966774,108.86343858627778,1.7947021017879754,9.83763408375397,192.49585858115088,176.70065284613995,-9.773103765349921,-2.118122468532734,230.70476629079735,348.01260450688545,2.7913423900725007,-9.602520901377114
79.40675105832501,142.69911377917146,3.582431914393182,9.336283070833767,361.13930460434943,253.56671166511896,-8.734186372049914,4.869701060465371,233.90511379836934,347.5656207413749,3.082283072579022,-9.513124148274994
105.0674718186651,43.68733107154318,9.29535311695216,3.687331071543177,198.3360040709427,242.00514172975312,-9.242181448096105,3.8186492481593786,168.82080748883112,194.51133731840443,-2.8344720464699034,-9.589878425599602
137.59992318270508,90.73711653937448,8.872720289336826,4.612465139943133,358.6411982236815,106.93437868422703,5.331018020334701,-8.46051102870664,309.3038044355283,287.64369246417834,9.93670949413893,-1.1233006850746776
32.88516250731014,109.85342240858037,-0.6468034084263492,9.979060344082907,295.25575674578783,90.10235600366642,-0.43129484129203044,-9.990694908757593,264.5133222712718,210.90437019963866,5.864847479206525,-8.099602709123754
131.00832852376044,101.7857923742286,8.273484411250953,5.616890215838963,193.24621513133093,226.52601395260805,-9.704889533515358,2.411455813873448,296.6155929542725,352.58732925424476,8.783235723115679,4.7806662958404225
61.67563459882748,108.62752359521146,1.9705122362570457,9.803931942173062,193.11622926095174,174.00270105179024,-9.71670643082256,-2.363390813473621,286.2878286579199,368.22324109496293,7.844348059810895,6.20211282681483
105.82556504463204,77.41831739940964,9.403652149233146,3.4016652181281506,318.46388674162586,91.56068569751841,1.678535158329637,-9.858119482043788,95.83117299610379,264.66085059551756,-9.469893363990568,-3.212649945862045
119.4828502104817,116.04259676272326,7.225713655498334,6.912963342065752,346.11578915786737,157.49192414046405,-9.223157831573475,-3.8643705326850917,303.16662101655584,338.16606225465705,9.378783728777801,3.469642023150622
100.74190663058346,98.35985672873338,5.521991511871226,8.33712238981905,349.3352897818383,182.12316466575982,-9.867057956367638,-1.6251668485672792,200.73136161962188,190.00243134422774,0.0664874199656192,-9.999778968706574
143.69830297914334,43.33608118602011,9.427118452649392,3.3360811860201096,192.07582196279404,178.73096628914513,-9.811288912473264,-1.933548519168626,221.18248196843987,349.06418139753356,1.925680178949093,-9.812836279506685
108.94162759876113,59.05592739113944,9.848803942680158,1.7323570355581337,291.81707471068347,90.30478709756986,-0.7439022990287634,-9.972292082039099,212.76491829266865,190.74316103336375,1.1604471175153366,-9.932439906057844
92.31184513067853,113.09205461466874,7.473120732954078,6.644732237697161,347.277974813486,164.20057832769857,-9.455594962697207,-3.2544928793001224,307.3362020764901,324.0611663016341,9.757836552408186,2.1873787546940138
109.9757702526699,42.8939799690869,9.996538607524274,0.2630890880988119,348.47128087356083,226.9923889921883,-9.69425617471219,2.4538535447443803,130.92614120535978,370.0432549078651,-6.279441708603644,-7.782583878651676
149.7515225265368,32.61059521293584,9.977411138776072,-0.6717640715512869,366.4152377084571,274.2344434562199,-7.3794708564952085,6.7485857687472475,309.5517583176697,290.07970517036335,9.959250756151778,-0.9018449845124304
131.0248383985193,68.07339404870625,8.274985308956298,5.614678809741252,258.39925705763704,98.16985619845457,-3.781885722033012,-9.257285800140494,303.2711773249293,337.88223771007983,9.388288847720851,3.4438397918254413
108.8820007177221,59.58115880749448,9.840285816817444,1.7801053461358594,260.765855366393,97.23482158401504,-3.5667404212369966,-9.342288946907718,290.9043872711262,361.9386177990845,8.264035206466025,5.630783436280431
37.0154846263,144.9867269043185,2.9845153737000008,9.54424790039259,358.66899147188485,260.00202074833544,-8.381284495983559,5.454729158939574,260.9723382967962,208.44469451407502,5.542939845163275,-8.323209589629553
134.77287839794607,65.3818015766101,8.615716217995095,5.076360315322023,362.10133160174814,149.23958271024878,-8.871618800249749,-4.614583389977386,200.52541618131727,190.00125483517368,0.04776510739247556,-9.999885924075123
102.25355209762925,53.71760172786344,8.89336458537561,4.572533909287816,346.2301710394681,241.90242263404056,-9.246034207893636,3.80931114854913,90.7484583251543,312.81017726924455,-9.931958334076876,1.164561569931305
47.34047261372525,109.84396751748186,0.6673156921568377,9.977709645354551,304.12730524622236,90.07745749208436,0.375209567838412,-9.992958409810505,308.45258449584855,318.3857802709276,9.859325863258954,1.6714345700843538
149.85375067566014,45.6704023216956,9.986704606878199,0.5154911201541421,359.53109068682056,257.8671875298529,-8.504441526688648,5.260653411804816,297.8030398949677,249.65553270414546,8.891185444997054,-4.5767697541686
123.21420435983612,111.94022652702341,7.564927669076008,6.54002059336576,215.12972306510989,269.9788260332727,-7.715479721353654,6.361711457570246,91.25859094704455,316.592346343354,-9.885582641177772,1.508395122123085
121.94206944230814,86.70014825751022,7.44927904020983,6.67144975107289,372.4198371418155,282.79714480797554,6.583621558346891,7.527013164361415,192.03954661274474,349.86890081986246,-0.7236775806595818,-9.973780163972469
55.107894738092824,109.33663386674829,1.3734449761902585,9.905233409535473,360.036123036885,256.5640932500295,-8.576589005269264,5.142190295457216,256.44085452958103,360.08307382961175,5.130986775416452,-8.583296261373102
148.63548320212715,57.27228385131372,9.875953018375194,1.570207622846703,348.2898596590064,171.4771502491579,-9.657971931801308,-2.592986340985642,211.48836055017867,349.72656134581143,1.0443964136525954,-9.94531226916227
109.99684263312473,38.955240593825174,9.999548947589243,-0.09497812783407553,220.2098101639978,275.72004758275546,-7.253653621454744,6.883640689341394,309.2612933739967,287.2732655311187,9.932844852181521,-1.1569758608074092
28.19079188064709,108.01958176175347,2.36184162387058,9.717083108821926,211.46042884634056,134.7256226385417,-8.049051923059956,-5.9340343055871205,90.23837229687632,307.23775406883044,-9.978329791193062,0.6579776426209404
27.719346929956508,149.3123303208436,-1.1164230063675904,9.937484574622149,358.47889162011415,106.83230584111837,5.316262874555858,-8.46979037808015,287.7341702112735,366.352960577048,7.975833655570314,6.032087325186188
90.48696688676596,88.48779407824819,7.2124238409665615,6.926827725464028,269.2825912531739,305.6240540780385,-2.7924917042569124,9.602186734367141,181.93471308480426,349.3211046655287,-1.642298810472336,-9.864220933105724
107.063548650342,71.52586677932791,9.580506950048857,2.865987889029809,341.0615218305745,302.0487698355901,3.732865620961338,9.27716089414455,107.81009386351649,239.99149054887,-8.380900557862143,-5.45531904101181
139.3091217397839,87.30431628586108,9.02810197634399,4.300392389623733,349.6511394075159,212.97148722357824,-9.930227881503175,1.1792261112343871,269.407739670021,369.8219589168765,6.309794515456457,-7.75799543520848
132.89797876734818,98.90641341094644,8.445270797031652,5.355128491904219,379.35125862528884,123.82009612383018,7.213750784117194,-6.925445806924531,90.2345336418326,292.82069674870786,-9.978678759833402,-0.6526639319356562
52.98869268384898,103.09903966152635,4.329564227949662,9.01414852307519,319.968139779404,91.82757563153996,1.8152854344912521,-9.833856760769088,255.78720427283264,360.3297826846236,5.071564024802974,-8.618540383517633
144.89993620473052,36.99036892483086,9.536357836793682,3.0096310751691364,217.80734342902178,273.10517906280813,-7.472059688270747,6.645925369346189,93.41304430960568,327.18861667415104,-9.689723244581296,2.4716924249228307
109.8115746822127,48.06558434080179,9.973082097458954,0.7332349400728931,262.9167540900848,96.4392310149023,-3.3712041736286507,-9.414615362281603,212.67610581201671,190.7328212982391,1.1523732556378696,-9.933379881978267
77.91444057251464,143.25935887886027,3.4467673247740565,9.38721444353275,351.9627870832505,103.047079680183,4.723889734840961,-8.813901847256083,101.03179254151877,348.01347636294435,-8.997109768952832,4.364861487540414
